=== RA Scraper — 2026-04-21T09:11:30.992Z ===

  [Liam Black] @ XOYO, London — 2026-04-22
  [Oscar Faivre] @ Hope House, Leeds — 2026-05-16
  [Benny Bysouth] @ Hope House, Leeds — 2026-05-16
  [Vinicius Honorio] @ Eiger Studios, Leeds — 2026-05-16
  [Jacklyn] @ Eiger Studios, Leeds — 2026-05-16
  [Skouba] @ Eiger Studios, Leeds — 2026-05-16
  [Maul] @ Eiger Studios, Leeds — 2026-05-16
  [Liquid Earth] @ Distrikt, Leeds — 2026-05-16
  [Velvet Velour] @ Distrikt, Leeds — 2026-05-16
  [Jelsen] @ Distrikt, Leeds — 2026-05-16
  [simmo] @ Distrikt, Leeds — 2026-05-16
  [Max Le Louche] @ The 212 Café & Bar, Leeds — 2026-05-16
  [Arty (UK)] @ The 212 Café & Bar, Leeds — 2026-05-16
  [Macky Gee] @ Beaver Works, Leeds — 2026-05-16
  [Eksman] @ Beaver Works, Leeds — 2026-05-16
  [b-line] @ Beaver Works, Leeds — 2026-05-16
  [Crossy] @ Beaver Works, Leeds — 2026-05-16
  [Voltage] @ Beaver Works, Leeds — 2026-05-16
  [Logan D] @ Beaver Works, Leeds — 2026-05-16
  [Julian Fijma] @ The Warehouse, Leeds — 2026-05-16
  [SHADEV] @ Mint Warehouse, Leeds — 2026-05-16
  [Jae Depz] @ Mint Warehouse, Leeds — 2026-05-16
  [camukg] @ Mint Warehouse, Leeds — 2026-05-16
  [Alex Osifo] @ The Doghouse bar & Record Store, Leeds — 2026-05-16
  [Kerouac] @ The Doghouse bar & Record Store, Leeds — 2026-05-16
  [Worldpeace DMT] @ Headrow House, Leeds — 2026-05-17
  [Thea HD] @ Hope House, Leeds — 2026-05-20
  [Sulphur] @ Distrikt, Leeds — 2026-05-22
  [ad*n] @ Distrikt, Leeds — 2026-05-22
  [Miruna Ghica] @ Distrikt, Leeds — 2026-05-23
  [Fentonffp] @ Distrikt, Leeds — 2026-05-23
  [Katie] @ Distrikt, Leeds — 2026-05-23
  [Being One] @ Rock n Roll Circus, Leeds — 2026-05-23
  [Iration Steppas] @ West Indian Centre, Leeds — 2026-05-24
  [King Shiloh] @ West Indian Centre, Leeds — 2026-05-24
  [Tikiman] @ West Indian Centre, Leeds — 2026-05-24
  [Richard Akingbehin] @ West Indian Centre, Leeds — 2026-05-24
  [Jack Sparrow] @ West Indian Centre, Leeds — 2026-05-24
  [Darwin] @ West Indian Centre, Leeds — 2026-05-24
  [Beatrice M.] @ West Indian Centre, Leeds — 2026-05-24
  [Dubrunner] @ West Indian Centre, Leeds — 2026-05-24
  [Krotone] @ West Indian Centre, Leeds — 2026-05-24
  [Craig Richards] @ Eiger Studios, Leeds — 2026-05-24
  [Lukas Wigflex] @ Eiger Studios, Leeds — 2026-05-24
  [Willow] @ Eiger Studios, Leeds — 2026-05-24
  [Blubear] @ Eiger Studios, Leeds — 2026-05-24
  [Torin Grady] @ Eiger Studios, Leeds — 2026-05-24
  [Sonja Moonear] @ Mint Warehouse, Leeds — 2026-05-24
  [The Ghost] @ Mint Warehouse, Leeds — 2026-05-24
  [Dyed Soundorom] @ Mint Warehouse, Leeds — 2026-05-24
  [dj sweet6teen] @ Mint Warehouse, Leeds — 2026-05-24
  [Captain Wallop] @ Mint Warehouse, Leeds — 2026-05-24
  [Annie Errez] @ Mint Warehouse, Leeds — 2026-05-24
  [Bobby O'Donnell] @ Mint Warehouse, Leeds — 2026-05-24
  [Reeshy] @ Distrikt, Leeds — 2026-05-24
  [Silverlining] @ Distrikt, Leeds — 2026-05-24
  [Sam Bangura] @ Distrikt, Leeds — 2026-05-24
  [Eddie Richards] @ Distrikt, Leeds — 2026-05-24
  [Terry Francis] @ Distrikt, Leeds — 2026-05-24
  [3 Minds] @ Distrikt, Leeds — 2026-05-24
  [Alex Osifo] @ Distrikt, Leeds — 2026-05-24
  [Isabelle Koci] @ Distrikt, Leeds — 2026-05-24
  [Binyamhn] @ Distrikt, Leeds — 2026-05-24
  [Bellaire] @ The Wardrobe, Leeds — 2026-05-28
  [Locklead] @ Hazelwood Castle, Leeds — 2026-05-30
  [Saoirse] @ Hazelwood Castle, Leeds — 2026-05-30
  [ALISHA] @ Hazelwood Castle, Leeds — 2026-05-30
  [Dungeon Meat] @ Hazelwood Castle, Leeds — 2026-05-30
  [Archie Hamilton] @ Hazelwood Castle, Leeds — 2026-05-30
  [Mella Dee] @ Hazelwood Castle, Leeds — 2026-05-30
  [Job de Jong] @ Hazelwood Castle, Leeds — 2026-05-30
  [Dennis Quin] @ Hazelwood Castle, Leeds — 2026-05-30
  [Georgia Girl] @ Hazelwood Castle, Leeds — 2026-05-30
  [Ola & Lucia] @ Hazelwood Castle, Leeds — 2026-05-30
  [Felix Dickinson] @ Wharf Chambers, Leeds — 2026-05-30
  [Rachel Jazz] @ Wharf Chambers, Leeds — 2026-05-30
  [Bugs Groove] @ The Fenton, Leeds — 2026-06-27
  [Steel Traxx] @ The Fenton, Leeds — 2026-06-27
  [Renslink] @ The Fenton, Leeds — 2026-06-27
  [Will Druid] @ New Headingley Club, Leeds — 2026-07-04
  [James Frances] @ New Headingley Club, Leeds — 2026-07-04
  [Frost Children] @ Belgrave Music Hall, Leeds — 2026-09-01
  [Claptone] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [Paul Woolford] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [Sam Divine] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [Mousse T.] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [Trimtone] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [David Penn] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [K-Klass] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [Todd Terry] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [Grant Nelson] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [Paul Taylor] @ TBA - THE STRAY, HARROGATE, Leeds — 2026-09-05
  [Dyed Soundorom] @ Kapsule, Liverpool — 2026-04-24
  [Sam Bangura] @ Kapsule, Liverpool — 2026-04-24
  [Dig This] @ Kapsule, Liverpool — 2026-04-24
  [SUFI] @ Meraki, Liverpool — 2026-04-24
  [Pea (5)] @ Meraki, Liverpool — 2026-04-25
  [Aly P] @ Meraki, Liverpool — 2026-04-25
  [Kathryn] @ Meraki, Liverpool — 2026-04-25
  [Kirwan] @ Meraki, Liverpool — 2026-04-25
  [blvk.velvet] @ Sub Rosa, Liverpool — 2026-04-25
  [MYOHMY] @ Sub Rosa, Liverpool — 2026-04-25
  [yeahitsrenee] @ Sub Rosa, Liverpool — 2026-04-25
  [aaypea] @ Sub Rosa, Liverpool — 2026-04-25
  [Abbie Morris] @ Sub Rosa, Liverpool — 2026-04-25
  [Dan Chan] @ Sub Rosa, Liverpool — 2026-04-25
  [TAMAN (2)] @ Sub Rosa, Liverpool — 2026-04-25
  [Daft Funk Live] @ O2 Academy Liverpool, Liverpool — 2026-04-25
  [MC SAS] @ District, Liverpool — 2026-04-25
  [Space 92] @ WaV, Liverpool — 2026-04-25
  [Solis & Sean Truby] @ WaV, Liverpool — 2026-04-25
  [Tasso] @ WaV, Liverpool — 2026-04-25
  [Paranoid London] @ 24 Kitchen Street, Liverpool — 2026-05-01
  [Tasha] @ 24 Kitchen Street, Liverpool — 2026-05-01
  [DMC.] @ 24 Kitchen Street, Liverpool — 2026-05-01
  [Locklead] @ Arts Club, Liverpool — 2026-05-01
  [jWave] @ Arts Club, Liverpool — 2026-05-01
  [Boss Priester] @ Arts Club, Liverpool — 2026-05-01
  [Hidde van Wee] @ Arts Club, Liverpool — 2026-05-01
  [Dr Dubplate] @ 24 Kitchen Street, Liverpool — 2026-05-01
  [Nicolas Lutz] @ Kapsule, Liverpool — 2026-05-02
  [Ryan Elliott] @ Kapsule, Liverpool — 2026-05-02
  [Cersy] @ Kapsule, Liverpool — 2026-05-02
  [Lee Rands] @ Kapsule, Liverpool — 2026-05-02
  [Elicia] @ Commune, Liverpool — 2026-05-02
  [Rob Tissera] @ Camp and Furnace, Liverpool — 2026-05-02
  [Lil' Louis] @ District, Liverpool — 2026-05-03
  [Marcel Vogel] @ District, Liverpool — 2026-05-03
  [Ricky Chong] @ District, Liverpool — 2026-05-03
  [Saint Lukez] @ District, Liverpool — 2026-05-03
  [Andy Ash] @ District, Liverpool — 2026-05-03
  [No Fakin' DJs] @ District, Liverpool — 2026-05-03
  [Judge Jules] @ Hangar 34, Liverpool — 2026-05-03
  [John O'Callaghan] @ Hangar 34, Liverpool — 2026-05-03
  [Signum] @ Hangar 34, Liverpool — 2026-05-03
  [Rob Cain] @ TBA - Club 051, Liverpool — 2026-05-03
  [Paul Oh] @ TBA - Club 051, Liverpool — 2026-05-03
  [Dele Sosimi] @ Future Yard, Liverpool — 2026-05-07
  [RTK Tarantino] @ 24 Kitchen Street, Liverpool — 2026-05-08
  [Cadence.] @ 24 Kitchen Street, Liverpool — 2026-05-08
  [Samurai Breaks] @ 24 Kitchen Street, Liverpool — 2026-05-09
  [VITO (UK)] @ 24 Kitchen Street, Liverpool — 2026-05-09
  [Yaggo] @ 24 Kitchen Street, Liverpool — 2026-05-09
  [yeri] @ Kazimier Stockroom, Liverpool — 2026-05-14
  [Grey Streak] @ Kazimier Stockroom, Liverpool — 2026-05-14
  [Field Lines Cartographer] @ Future Yard, Liverpool — 2026-05-14
  [Jez Thelwell] @ Future Yard, Liverpool — 2026-05-14
  [Quest (IT)] @ Kapsule, Liverpool — 2026-05-15
  [Alex Kassian] @ 24 Kitchen Street, Liverpool — 2026-05-15
  [Apiento] @ 24 Kitchen Street, Liverpool — 2026-05-15
  [Max Cooper] @ Liverpool Philharmonic Hall, Liverpool — 2026-05-19
  [Sven Vath] @ Grand Central Hall, Liverpool — 2026-05-22
  [Dana Ruh] @ Grand Central Hall, Liverpool — 2026-05-22
  [Chapter 47] @ Grand Central Hall, Liverpool — 2026-05-22
  [adamine] @ Commune, Liverpool — 2026-05-22
  [Dame Area] @ Invisible Wind Factory, Liverpool — 2026-05-23
  [Jacques Malchance] @ Invisible Wind Factory, Liverpool — 2026-05-23
  [Lord Spikeheart] @ Invisible Wind Factory, Liverpool — 2026-05-23
  [WaqWaq Kingdom] @ Invisible Wind Factory, Liverpool — 2026-05-23
  [E The Artist] @ Invisible Wind Factory, Liverpool — 2026-05-23
  [S.Fearon] @ Invisible Wind Factory, Liverpool — 2026-05-23
  [4am Kru] @ Baltic Triangle, Liverpool — 2026-05-29
  [Aly P] @ Baltic Triangle, Liverpool — 2026-05-29
  [Amber Rose] @ Baltic Triangle, Liverpool — 2026-05-29
  [Bakey] @ Baltic Triangle, Liverpool — 2026-05-29
  [Chaos In The CBD] @ Baltic Triangle, Liverpool — 2026-05-29
  [Charisse C] @ Baltic Triangle, Liverpool — 2026-05-29
  [dj sweet6teen] @ Baltic Triangle, Liverpool — 2026-05-29
  [DMC.] @ Baltic Triangle, Liverpool — 2026-05-29
  [Faster Horses] @ Baltic Triangle, Liverpool — 2026-05-29
  [Fish56Octagon] @ Baltic Triangle, Liverpool — 2026-05-29
  [Hardcore Babes] @ Baltic Triangle, Liverpool — 2026-05-29
  [Izco] @ Baltic Triangle, Liverpool — 2026-05-29
  [Jacinta] @ Baltic Triangle, Liverpool — 2026-05-29
  [JACK MARLOW] @ Baltic Triangle, Liverpool — 2026-05-29
  [Job Jobse] @ Baltic Triangle, Liverpool — 2026-05-29
  [Kyle Starkey] @ Baltic Triangle, Liverpool — 2026-05-29
  [LIL DARK ONE] @ Baltic Triangle, Liverpool — 2026-05-29
  [Love Machine] @ Baltic Triangle, Liverpool — 2026-05-29
  [Midland] @ Baltic Triangle, Liverpool — 2026-05-29
  [Oppidan] @ Baltic Triangle, Liverpool — 2026-05-29
  [Papu Raf] @ Baltic Triangle, Liverpool — 2026-05-29
  [Palms Trax] @ Baltic Triangle, Liverpool — 2026-05-29
  [RIRIA] @ Baltic Triangle, Liverpool — 2026-05-29
  [Roi Perez] @ Baltic Triangle, Liverpool — 2026-05-29
  [Sonja Moonear] @ Baltic Triangle, Liverpool — 2026-05-29
  [Sugar Free] @ Baltic Triangle, Liverpool — 2026-05-29
  [Y U QT] @ Baltic Triangle, Liverpool — 2026-05-29
  [Raresh] @ Kapsule, Liverpool — 2026-05-30
  [Aerofunk] @ Kapsule, Liverpool — 2026-05-30
  [African Head Charge] @ Future Yard, Liverpool — 2026-05-30
  [Aly P] @ 24 Kitchen Street Green Room, Liverpool — 2026-06-05
  [Mia Mai] @ 24 Kitchen Street Green Room, Liverpool — 2026-06-05
  [Sakers] @ 24 Kitchen Street Green Room, Liverpool — 2026-06-05
  [Liv Leslie] @ 24 Kitchen Street Green Room, Liverpool — 2026-06-05
  [TiTi] @ Grand Central Hall, Liverpool — 2026-06-05
  [Henry Saiz] @ WaV, Liverpool — 2026-06-06
  [Kamilo Sanclemente] @ WaV, Liverpool — 2026-06-06
  [Julian Fijma] @ Invisible Wind Factory, Liverpool — 2026-06-06
  [VX] @ Future Yard, Liverpool — 2026-06-11
  [Sulk Rooms] @ Future Yard, Liverpool — 2026-06-11
  [Jez Thelwell] @ Future Yard, Liverpool — 2026-06-11
  [Richie Culver] @ Future Yard, Liverpool — 2026-06-12
  [aya] @ Future Yard, Liverpool — 2026-06-13
  [Rainy Miller] @ Future Yard, Liverpool — 2026-06-13
  [Todd Terry] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [Seb Fontaine] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [Tall Paul] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [K-Klass] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [Chicane] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [Lovely Laura] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [Ben Santiago] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [Julie Mcknight] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [Saffron] @ Liverpool Pier Head, Liverpool — 2026-06-20
  [Dj Streaks] @ Kazimier Garden, Liverpool — 2026-06-27
  [Sakers] @ Kazimier Garden, Liverpool — 2026-06-27
  [robbie vipera] @ Kazimier Garden, Liverpool — 2026-06-27
  [J. Conley] @ Kazimier Garden, Liverpool — 2026-06-27
  [Liv Leslie] @ Kazimier Garden, Liverpool — 2026-06-27
  [Ultrabeat] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Darren Styles] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Ian Van Dahl] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Aggz] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [K-Klass] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Todd Terry] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Shades Of Rhythm] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Rob Tissera] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Seb Fontaine] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Angel X] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Pressure (2)] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Rome (IT)] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Rob Cain] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Paul Oh] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [PULSE (NL)] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Eazy] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Yannis G] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [CHANNE] @ Orrell Hill Woods, Liverpool — 2026-06-27
  [Sunn O)))] @ Grand Central Hall, Liverpool — 2026-06-30
  [Rob Tissera] @ WaV, Liverpool — 2026-07-11
  [Just Her] @ Future Yard, Liverpool — 2026-07-18
  [Jezebel] @ District, Liverpool — 2026-08-15
  [Leo G] @ Grub Records, Sheffield — 2026-04-23
  [Ross From Friends] @ Electric Studios, Sheffield — 2026-04-24
  [Main Phase] @ Electric Studios, Sheffield — 2026-04-24
  [Mia Koden] @ Electric Studios, Sheffield — 2026-04-24
  [Charlie Bones] @ Sidney & Matilda, Sheffield — 2026-04-24
  [DJ Scoby] @ Hagglers Corner, Sheffield — 2026-04-24
  [Charlie Bones] @ Spring Tank Studios, Sheffield — 2026-04-24
  [Joi La Frique] @ Grub Records, Sheffield — 2026-04-24
  [OKO (1)] @ Tank, Sheffield — 2026-04-24
  [Rahaan] @ Peddler Warehouse, Sheffield — 2026-04-25
  [Mucho Maas] @ Peddler Warehouse, Sheffield — 2026-04-25
  [Julian Anthony] @ Hazy Club, Sheffield — 2026-04-25
  [Truly Madly] @ Hazy Club, Sheffield — 2026-04-25
  [MADVILLA] @ Hazy Club, Sheffield — 2026-04-25
  [Charles Webster] @ Sidney & Matilda, Sheffield — 2026-04-25
  [JustElliot] @ Sidney & Matilda, Sheffield — 2026-04-25
  [The Doobskins] @ Sidney & Matilda, Sheffield — 2026-04-25
  [obviouslyalex] @ Sidney & Matilda, Sheffield — 2026-04-25
  [Freddie Grisbi] @ Sidney & Matilda, Sheffield — 2026-04-25
  [Ben Marks] @ TBA - Outdoor Courtyard, Sheffield — 2026-04-25
  [Craig Cassiera] @ Hallamshire Hotel, Sheffield — 2026-04-25
  [Julian Fijma] @ Tank, Sheffield — 2026-04-25
  [Ozzie Guven] @ Tank, Sheffield — 2026-04-25
  [ALISHA] @ FORGE, Sheffield — 2026-04-25
  [Julian Fijma] @ FORGE, Sheffield — 2026-04-25
  [Boss Priester] @ FORGE, Sheffield — 2026-04-25
  [Charlotte Ord] @ FORGE, Sheffield — 2026-04-25
  [Evil Woman] @ Grub Records, Sheffield — 2026-04-30
  [Backseat Driver] @ Grub Records, Sheffield — 2026-04-30
  [Bubbles (UK)] @ Grub Records, Sheffield — 2026-04-30
  [Paniolo] @ Grub Records, Sheffield — 2026-04-30
  [Leo G] @ Yellow Arch Studios, Sheffield — 2026-05-01
  [Overtone] @ Yellow Arch Studios, Sheffield — 2026-05-01
  [Aaron Liberator] @ Southbank Warehouse, Sheffield — 2026-05-01
  [Sam J] @ Southbank Warehouse, Sheffield — 2026-05-01
  [Harrison (UK)] @ Southbank Warehouse, Sheffield — 2026-05-01
  [Nonna Fab] @ Tool Makers Brewery, Sheffield — 2026-05-02
  [Sirrey] @ Tool Makers Brewery, Sheffield — 2026-05-02
  [Isis Moray] @ Mary St Live, Sheffield — 2026-05-02
  [Gaskin] @ Tank, Sheffield — 2026-05-02
  [Darius Syrossian] @ Hazy Club, Sheffield — 2026-05-03
  [Hot Since 82] @ Steelyard Kelham, Sheffield — 2026-05-03
  [Murphy's Law] @ Steelyard Kelham, Sheffield — 2026-05-03
  [RUZE] @ Steelyard Kelham, Sheffield — 2026-05-03
  [Solardo] @ FORGE, Sheffield — 2026-05-03
  [Joshwa] @ FORGE, Sheffield — 2026-05-03
  [Bushbaby] @ FORGE, Sheffield — 2026-05-03
  [Dan Thorman] @ Gut Level, Sheffield — 2026-05-03
  [Hot Since 82] @ Steelyard Kelham, Sheffield — 2026-05-03
  [Murphy's Law] @ Steelyard Kelham, Sheffield — 2026-05-03
  [RUZE] @ Steelyard Kelham, Sheffield — 2026-05-03
  [Jordan Diston] @ Steelyard Kelham, Sheffield — 2026-05-03
  [Rob (NL)] @ Factory Floor, Sheffield — 2026-05-06
  [Bellaire] @ Electric Studios, Sheffield — 2026-05-08
  [Jeremy Underground] @ Electric Studios, Sheffield — 2026-05-08
  [Nonna Fab] @ Electric Studios, Sheffield — 2026-05-08
  [Joi La Frique] @ Electric Studios, Sheffield — 2026-05-08
  [MELK] @ Electric Studios, Sheffield — 2026-05-08
  [SNAPE] @ Plot 22, Sheffield — 2026-05-08
  [Decibella] @ Dryad Works, Sheffield — 2026-05-08
  [Charla Green] @ Dryad Works, Sheffield — 2026-05-08
  [King Chuga] @ Dryad Works, Sheffield — 2026-05-08
  [Softi] @ TBA - Bunker, Sheffield — 2026-05-09
  [Katya] @ TBA - Bunker, Sheffield — 2026-05-09
  [Marcel Vogel] @ Factory Floor, Sheffield — 2026-05-09
  [PEPPA (2)] @ Gut Level, Sheffield — 2026-05-09
  [Beau Wanzer] @ Gut Level, Sheffield — 2026-05-14
  [Krista Bourgeois] @ Sidney & Matilda, Sheffield — 2026-05-15
  [The Teknoist] @ Sidney & Matilda, Sheffield — 2026-05-15
  [Mollie Rush] @ Sidney & Matilda, Sheffield — 2026-05-15
  [King Cannibal] @ Sidney & Matilda, Sheffield — 2026-05-15
  [Mylar Melodies] @ Sidney & Matilda, Sheffield — 2026-05-15
  [Algorithmic] @ Sidney & Matilda, Sheffield — 2026-05-15
  [MacheeeN Boi] @ Sidney & Matilda, Sheffield — 2026-05-15
  [Alexis Taylor] @ Kelham Island & Neepsend - Various Venues, Sheffield — 2026-05-16
  [Gwenno] @ Kelham Island & Neepsend - Various Venues, Sheffield — 2026-05-16
  [SILVERWINGKILLER] @ Kelham Island & Neepsend - Various Venues, Sheffield — 2026-05-16
  [Crimewave] @ Kelham Island & Neepsend - Various Venues, Sheffield — 2026-05-16
  [Buggery Grips] @ Gut Level, Sheffield — 2026-05-16
  [HEDDA] @ Gut Level, Sheffield — 2026-05-16
  [LO-LOW] @ Gut Level, Sheffield — 2026-05-16
  [Bass] @ Panke Social, Sheffield — 2026-05-16
  [Stav] @ Panke Social, Sheffield — 2026-05-16
  [Yarni] @ Foundry, Sheffield — 2026-05-21
  [La Rumba] @ Foundry, Sheffield — 2026-05-21
  [Enduser] @ Southbank Warehouse, Sheffield — 2026-05-23
  [Earl Grey (2)] @ Southbank Warehouse, Sheffield — 2026-05-23
  [Tommy Badman] @ Southbank Warehouse, Sheffield — 2026-05-23
  [King Chuga] @ Southbank Warehouse, Sheffield — 2026-05-23
  [mark andrew (2)] @ Southbank Warehouse, Sheffield — 2026-05-23
  [Contours] @ Factory Floor, Sheffield — 2026-05-24
  [Nonna Fab] @ Factory Floor, Sheffield — 2026-05-24
  [Joi La Frique] @ Factory Floor, Sheffield — 2026-05-24
  [MELK] @ Factory Floor, Sheffield — 2026-05-24
  [Linga Sound] @ Factory Floor, Sheffield — 2026-05-24
  [Isaac Reuben] @ Shakespeares, Sheffield — 2026-05-24
  [Spingall] @ Shakespeares, Sheffield — 2026-05-24
  [BIG REG] @ Shakespeares, Sheffield — 2026-05-24
  [Low Steppa] @ Steelyard Kelham, Sheffield — 2026-05-24
  [Roger Sanchez] @ Steelyard Kelham, Sheffield — 2026-05-24
  [David Penn] @ Steelyard Kelham, Sheffield — 2026-05-24
  [The Shapeshifters] @ Steelyard Kelham, Sheffield — 2026-05-24
  [Allister Whitehead] @ Steelyard Kelham, Sheffield — 2026-05-24
  [Grant Nelson] @ Steelyard Kelham, Sheffield — 2026-05-24
  [Trimtone] @ Steelyard Kelham, Sheffield — 2026-05-24
  [Joe Rolét] @ FORGE, Sheffield — 2026-05-24
  [Tre Reynolds] @ FORGE, Sheffield — 2026-05-24
  [Mr Thing] @ Hub., Sheffield — 2026-05-24
  [Devon Rexi] @ Gut Level, Sheffield — 2026-05-26
  [Ben Pest] @ Hagglers Corner, Sheffield — 2026-05-29
  [FISTING] @ Hagglers Corner, Sheffield — 2026-05-29
  [MacheeeN Boi] @ Hagglers Corner, Sheffield — 2026-05-29
  [Break] @ FORGE, Sheffield — 2026-05-30
  [Lenzman] @ FORGE, Sheffield — 2026-05-30
  [Benny L] @ FORGE, Sheffield — 2026-05-30
  [Aries] @ FORGE, Sheffield — 2026-05-30
  [DJ Melinki] @ FORGE, Sheffield — 2026-05-30
  [Wagz] @ FORGE, Sheffield — 2026-05-30
  [MC Fox] @ FORGE, Sheffield — 2026-05-30
  [MC GQ] @ FORGE, Sheffield — 2026-05-30
  [Dr Cryptic] @ FORGE, Sheffield — 2026-05-30
  [Jerome Hill] @ Dryad Works, Sheffield — 2026-05-30
  [Sainte-Croix] @ Dryad Works, Sheffield — 2026-05-30
  [JOESELECTA] @ Dryad Works, Sheffield — 2026-05-30
  [Nightmares on Wax] @ Electric Studios, Sheffield — 2026-06-12
  [La Rumba] @ Electric Studios, Sheffield — 2026-06-12
